Material,Type of steel profile,Type of connnection,Lateral load resisting system,Height,Irregularities,Ductility,Type of block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Regular,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-soft storey,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Irregular-torsion,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Tall (>12 floors),Unknown,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Regular,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-soft storey,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Irregular-torsion,Unknown,Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Non ductile (PGA<0.1g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Non ductile (PGA<0.1g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Non ductile (PGA<0.1g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,High ductility (PGA>0.3g),Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,High ductility (PGA>0.3g),Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,High ductility (PGA>0.3g),Unknown
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Unknown,Concrete block
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Unknown,Ceramic brick
Steel,Hot formed members,Welded connection,Infilled frame,Unknown,Unknown,Unknown,Unknown
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Low rise (<3 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Regular,Unknown,-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Hot formed members,Welded connection,Wall,High-rise (7-12 floors),Unknown,Unknown,-
